learner_id,archetype,event_index,question_id,concept_id,difficulty,difficulty_score,knowledge_before,fatigue_before,correct,guessed,total_response_time,reading_time,time_after_last_interaction,attempts,skip,option_changes,mouse_distance,mouse_speed,hover_time,typing_speed,backspaces,delete_frequency,pause_duration,question_number,session_duration,tab_switches
sim-00002,rapid,3,classes_and_objects-item-3,classes_and_objects,easy,3,0.655175,0.021758,True,False,27.547,9.455,0.41,1,False,1,816.394,57.439,18.092,50.341,2,1,0.256,3,82.641,1
sim-00002,rapid,4,network_fundamentals-item-4,network_fundamentals,medium,4,0.679745,0.034055,True,False,29.19,10.096,1.479,1,False,1,496.848,64.853,19.094,50.341,1,1,1.077,4,116.761,0
sim-00002,rapid,5,greedy_algorithms-item-5,greedy_algorithms,medium,5,0.701165,0.047299,True,False,36.093,12.139,0.295,1,False,1,696.767,34.561,23.954,50.341,2,1,0,5,180.463,0
sim-00002,rapid,6,network_fundamentals-item-6,network_fundamentals,medium,6,0.719839,0.061489,True,False,38.065,11.165,1.005,1,False,1,652.117,40.73,26.901,50.341,0,0,0.908,6,228.393,0
sim-00002,rapid,7,routing-item-7,routing,medium,7,0.736119,0.076625,True,False,42.047,13.127,1.404,1,False,1,616.418,35.17,28.92,50.341,3,2,1.14,7,294.331,0
sim-00002,rapid,8,transactions_acid-item-8,transactions_acid,hard,8,0.750312,0.092706,True,False,57.169,20.697,0.883,1,False,1,1653.048,23.424,36.471,50.341,2,1,0.979,8,457.349,1
sim-00002,rapid,9,solid_principles-item-9,solid_principles,hard,9,0.762686,0.109734,True,False,65.992,22.206,1.874,1,False,1,1976.215,39.375,43.787,50.341,1,2,1.137,9,593.931,0
sim-00002,rapid,10,processes_threads-item-10,processes_threads,hard,10,0.773474,0.127708,True,False,64.245,22.993,1.521,1,False,1,1146.484,18.763,41.252,50.341,1,0,0.71,10,642.45,1
sim-00002,rapid,11,divide_and_conquer-item-11,divide_and_conquer,easy,1,0.782879,0.146627,True,False,22.097,7.99,1.606,1,False,1,565.369,40.617,14.108,50.341,2,0,1.407,11,243.069,1
sim-00002,rapid,12,complexity_analysis-item-12,complexity_analysis,easy,2,0.791078,0.157033,True,False,27.725,9.152,1.862,1,False,2,475.707,56.475,18.573,50.341,4,0,0.88,12,332.706,0
sim-00002,rapid,13,complexity_analysis-item-13,complexity_analysis,easy,3,0.798226,0.168385,True,False,28.919,7.824,1.757,1,False,1,1194.533,52.466,21.095,50.341,1,1,0.868,13,375.948,0
sim-00002,rapid,14,design_patterns-item-14,design_patterns,medium,4,0.804458,0.180683,True,False,39.059,14.674,2.143,1,False,2,516.184,34.883,24.385,50.341,3,1,2.276,14,546.827,0
sim-00002,rapid,15,design_patterns-item-15,design_patterns,medium,5,0.809891,0.193926,True,False,35.148,13.856,1.153,1,False,1,1018.876,14.717,21.292,50.341,3,0,1.537,15,527.222,0
sim-00002,rapid,16,ip_addressing-item-16,ip_addressing,medium,6,0.814627,0.208116,True,False,48.368,14.59,2.486,1,False,2,829.247,28.961,33.778,50.341,2,3,1.658,16,773.882,1
sim-00002,rapid,17,hash_tables-item-17,hash_tables,medium,7,0.818756,0.223252,True,False,54.47,19.68,1.791,1,False,1,758.439,22.017,34.79,50.341,2,2,1.718,17,925.989,1
sim-00002,rapid,18,advanced_ds-item-18,advanced_ds,hard,8,0.822356,0.239334,True,False,58.649,19.446,1.084,1,False,1,722.687,41.313,39.203,50.341,1,2,1.93,18,1055.689,1
sim-00002,rapid,19,greedy_algorithms-item-19,greedy_algorithms,hard,9,0.825495,0.256361,False,False,63.414,23.195,3.263,1,False,2,1434.494,33.287,40.22,50.341,2,2,1.879,19,1204.873,1
sim-00002,rapid,20,graphs-item-20,graphs,hard,10,0.734813,0.274335,True,False,78.131,19.496,1.208,1,False,2,1388.018,11.853,58.634,50.341,2,1,2.644,20,1562.616,0
sim-00002,rapid,21,application_protocols-item-21,application_protocols,easy,1,0.749174,0.293254,True,False,18.631,6.824,1.63,1,False,2,427.234,49.453,11.807,50.341,2,2,3.6,21,391.256,1
sim-00002,rapid,22,transport_protocols-item-22,transport_protocols,easy,2,0.761694,0.30366,True,False,32.856,9.741,2.225,1,False,2,717.207,26.945,23.115,50.341,1,4,2.749,22,722.832,1
sim-00002,rapid,23,memory_management-item-23,memory_management,easy,3,0.772609,0.315012,True,False,33.603,8.614,1.452,1,False,1,509.216,23.141,24.989,50.341,2,2,2.822,23,772.858,1
sim-00002,rapid,24,greedy_algorithms-item-24,greedy_algorithms,medium,4,0.782124,0.32731,True,False,41.911,13.722,2.608,1,False,2,671.519,42.182,28.189,50.341,3,2,2.206,24,1005.859,0
sim-00002,rapid,25,distributed_databases-item-25,distributed_databases,medium,5,0.79042,0.340554,True,False,49.513,18.375,2.144,1,False,2,448.98,16.75,31.137,50.341,3,2,3.115,25,1237.819,1
sim-00002,rapid,26,normalization-item-26,normalization,medium,6,0.797652,0.354743,True,False,59.521,17.594,2.854,1,False,2,800.363,11.74,41.927,50.341,2,3,3.653,26,1547.538,0
sim-00002,rapid,27,normalization-item-27,normalization,medium,7,0.803958,0.369879,True,False,57.327,14.677,1.765,1,False,1,1322.621,23.334,42.651,50.341,1,0,3.429,27,1547.841,0
sim-00002,rapid,28,classes_and_objects-item-28,classes_and_objects,hard,8,0.809455,0.385961,True,False,60.23,16.941,1.76,1,False,2,1380.917,29.241,43.288,50.341,2,1,3.598,28,1686.426,0
sim-00002,rapid,29,design_patterns-item-29,design_patterns,hard,9,0.814247,0.402988,True,False,65.72,19.46,3.011,1,False,2,877.21,10.553,46.26,50.341,4,1,3.793,29,1905.885,1
sim-00002,rapid,30,transport_protocols-item-30,transport_protocols,hard,10,0.818425,0.420962,True,False,69.485,19.353,3.021,1,False,2,1112.397,11.636,50.132,50.341,3,2,4.131,30,2084.562,0
sim-00003,careful,1,inheritance_polymorphism-item-1,inheritance_polymorphism,easy,1,0.448967,0.0,True,False,21.003,5.733,0.703,1,False,2,410.096,25.61,15.27,36.607,3,2,1.208,1,21.003,1
sim-00003,careful,2,divide_and_conquer-item-2,divide_and_conquer,easy,2,0.503141,0.03951,True,False,28.43,8.533,0.894,1,False,2,1228.447,49.484,19.897,36.607,3,1,0.202,2,56.86,0
sim-00003,careful,3,scheduling-item-3,scheduling,easy,3,0.555284,0.082612,True,False,39.053,10.754,0.603,1,False,2,1730.952,78.509,28.299,36.607,2,2,1.126,3,117.16,0
sim-00003,careful,4,divide_and_conquer-item-4,divide_and_conquer,medium,4,0.605471,0.129306,True,False,37.129,13.21,1.333,1,False,2,1171.443,24.785,23.92,36.607,2,3,1.1,4,148.516,0
sim-00003,careful,5,solid_principles-item-5,solid_principles,medium,5,0.653777,0.179591,True,False,45.63,14.598,1.446,1,False,2,1325.555,36.221,31.032,36.607,4,2,2.072,5,228.15,1
sim-00003,careful,6,complexity_analysis-item-6,complexity_analysis,medium,6,0.700271,0.233468,True,False,47.86,16.794,2.538,1,False,2,1060.553,30.248,31.066,36.607,3,1,1.969,6,287.16,0
sim-00003,careful,7,distributed_databases-item-7,distributed_databases,medium,7,0.745022,0.290937,True,False,52.488,17.395,2.631,1,False,3,653.46,39.037,35.094,36.607,2,3,3.371,7,367.418,0
sim-00003,careful,8,advanced_algorithms-item-8,advanced_algorithms,hard,8,0.788094,0.351998,True,False,56.221,15.055,2.741,1,False,2,1251.083,36.07,41.166,36.607,4,1,2.465,8,449.767,1
sim-00003,careful,9,transactions_acid-item-9,transactions_acid,hard,9,0.829552,0.416651,False,False,61.665,19.018,3.798,1,False,3,1655.299,25.484,42.647,36.607,4,3,3.133,9,554.984,1
sim-00003,careful,10,transport_protocols-item-10,transport_protocols,hard,10,0.804197,0.484896,False,False,63.951,19.214,3.585,2,False,3,703.359,8.564,44.738,36.607,5,2,4.138,10,639.512,0
sim-00003,careful,11,design_patterns-item-11,design_patterns,easy,1,0.779794,0.556732,True,False,37.689,9.933,4.794,1,False,3,333.7,19.952,27.756,36.607,2,3,4.082,11,414.58,1
sim-00003,careful,12,transport_protocols-item-12,transport_protocols,easy,2,0.821562,0.596242,True,False,43.145,13.243,4.148,1,False,3,627.38,6.062,29.901,36.607,4,2,4.524,12,517.739,0
sim-00003,careful,13,transactions_acid-item-13,transactions_acid,easy,3,0.861765,0.639344,True,False,45.415,16.195,5.51,1,False,3,330.691,9.406,29.22,36.607,2,1,5.085,13,590.389,1
sim-00003,careful,14,trees_and_bst-item-14,trees_and_bst,medium,4,0.90046,0.686038,True,False,47.985,17.165,4.805,1,True,3,342.475,10.475,30.82,36.607,3,3,5.196,14,671.788,1
sim-00003,careful,15,network_fundamentals-item-15,network_fundamentals,medium,5,0.937703,0.736323,False,False,52.183,17.639,4.655,1,False,4,666.573,18.008,34.544,36.607,3,2,5.711,15,782.742,0
sim-00003,careful,16,indexing_optimization-item-16,indexing_optimization,medium,6,0.908294,0.790201,True,False,58.717,19.579,5.296,1,False,4,616.115,4.939,39.138,36.607,5,3,5.692,16,939.472,1
sim-00003,careful,17,synchronization-item-17,synchronization,medium,7,0.945244,0.84767,False,False,74.129,27.422,6.19,1,True,4,199.334,6.141,46.707,36.607,3,4,6.062,17,1260.192,1
sim-00003,careful,18,indexing_optimization-item-18,indexing_optimization,hard,8,0.915551,0.908731,False,False,81.568,25.56,5.437,1,True,4,22.906,0.482,56.007,36.607,6,5,6.943,18,1468.216,1
sim-00003,careful,19,stacks_and_queues-item-19,stacks_and_queues,hard,9,0.886972,0.973383,True,False,83.151,21.698,7.12,1,True,4,96.169,1.597,61.453,36.607,5,5,6.929,19,1579.874,1
sim-00003,careful,20,inheritance_polymorphism-item-20,inheritance_polymorphism,hard,10,0.924721,1.0,False,False,97.905,28.035,6.26,1,True,4,0,0,69.87,36.607,5,4,8.658,20,1958.104,1
sim-00003,careful,21,network_fundamentals-item-21,network_fundamentals,easy,1,0.895798,1.0,True,False,41.136,11.317,6.557,1,True,5,0,0,29.819,36.607,8,6,7.167,21,863.865,1
sim-00003,careful,22,transport_protocols-item-22,transport_protocols,easy,2,0.933217,1.0,True,False,47.13,15.286,6.645,1,True,4,0,0,31.844,36.607,4,3,7.345,22,1036.866,1
sim-00003,careful,23,solid_principles-item-23,solid_principles,easy,3,0.969232,1.0,True,False,51.739,19.841,6.711,1,True,4,30.747,0.42,31.898,36.607,4,3,7.817,23,1190.003,1
sim-00003,careful,24,application_protocols-item-24,application_protocols,medium,4,1.0,1.0,True,False,61.353,22.713,7.157,1,True,4,0,0,38.64,36.607,3,2,8.032,24,1472.468,1
sim-00003,careful,25,complexity_analysis-item-25,complexity_analysis,medium,5,1.0,1.0,True,False,55.715,14.009,6.165,1,True,5,0,0,41.706,36.607,6,2,7.885,25,1392.886,1
sim-00003,careful,26,processes_threads-item-26,processes_threads,medium,6,1.0,1.0,False,False,65.318,22.164,7.063,1,True,4,0,0,43.153,36.607,5,3,8.344,26,1698.262,1
sim-00003,careful,27,synchronization-item-27,synchronization,medium,7,0.968254,1.0,False,False,74.754,28.698,6.732,1,True,4,0,0,46.056,36.607,5,5,7.1,27,2018.371,1
sim-00003,careful,28,arrays_and_lists-item-28,arrays_and_lists,hard,8,0.937698,1.0,False,False,76.123,23.788,7.169,1,True,4,0,0,52.334,36.607,3,4,7.583,28,2131.431,1
sim-00003,careful,29,transactions_acid-item-29,transactions_acid,hard,9,0.908289,1.0,False,False,88.41,21.484,5.879,1,True,4,0,0,66.926,36.607,3,3,7.301,29,2563.896,1
sim-00003,careful,30,classes_and_objects-item-30,classes_and_objects,hard,10,0.879982,1.0,False,False,92.138,28.235,5.9,1,True,5,0,0,63.904,36.607,6,4,7.094,30,2764.153,1
sim-00004,fatigable,1,graphs-item-1,graphs,easy,1,0.374123,0.0,True,False,17.035,6.247,0,1,False,1,189.814,47.761,10.787,42.711,1,0,0.284,1,17.035,1
sim-00004,fatigable,2,distributed_databases-item-2,distributed_databases,easy,2,0.389292,0.061219,True,False,22.846,7.002,0.987,1,False,1,538.541,10.669,15.844,42.711,1,1,0.973,2,45.693,0
sim-00004,fatigable,3,sql_basics-item-3,sql_basics,easy,3,0.402755,0.128003,True,False,25.778,8.254,0,1,False,1,451.879,24.44,17.524,42.711,4,0,1.695,3,77.335,1
sim-00004,fatigable,4,arrays_and_lists-item-4,arrays_and_lists,medium,4,0.414703,0.200352,True,False,43.6,15.992,1.897,1,False,1,557.035,10.555,27.608,42.711,1,2,1.335,4,174.401,1
sim-00004,fatigable,5,greedy_algorithms-item-5,greedy_algorithms,medium,5,0.425306,0.278267,True,False,47.334,14.366,1.945,1,False,1,531.385,8.354,32.968,42.711,1,0,2.671,5,236.668,1
sim-00004,fatigable,6,complexity_analysis-item-6,complexity_analysis,medium,6,0.434717,0.361747,False,False,52.287,15.315,2.36,1,False,2,637.581,18.253,36.973,42.711,1,1,3.24,6,313.725,1
sim-00004,fatigable,7,processes_threads-item-7,processes_threads,medium,7,0.388125,0.450792,False,False,61.922,19.028,3.589,1,True,2,258.918,5.31,42.894,42.711,3,1,3.185,7,433.452,1
sim-00004,fatigable,8,distributed_databases-item-8,distributed_databases,hard,8,0.346774,0.545403,False,False,71.912,21.239,4.604,1,True,3,0,0,50.674,42.711,2,3,3.742,8,575.298,1
sim-00004,fatigable,9,heaps-item-9,heaps,hard,9,0.310076,0.645579,False,False,73.859,17.98,3.983,2,True,3,0,0,55.879,42.711,4,1,4.279,9,664.731,1
sim-00004,fatigable,10,greedy_algorithms-item-10,greedy_algorithms,hard,10,0.277506,0.75132,False,False,87.897,25.222,5.521,2,True,3,0,0,62.675,42.711,4,2,5.347,10,878.966,1
sim-00004,fatigable,11,design_patterns-item-11,design_patterns,easy,1,0.248601,0.862627,False,False,45.691,15.636,6.247,2,True,3,0,0,30.055,42.711,4,4,5.83,11,502.605,1
sim-00004,fatigable,12,solid_principles-item-12,solid_principles,easy,2,0.222947,0.923846,True,False,49.751,18.923,5.954,1,True,3,0,0,30.828,42.711,4,3,6.844,12,597.015,1
sim-00004,fatigable,13,deadlocks-item-13,deadlocks,easy,3,0.255124,0.99063,True,False,59.732,15.965,6.513,1,True,4,0,0,43.767,42.711,4,4,6.943,13,776.511,1
sim-00004,fatigable,14,heaps-item-14,heaps,medium,4,0.283681,1.0,True,False,63.833,22.09,6.995,1,True,5,0,0,41.742,42.711,7,5,7.393,14,893.656,1
sim-00004,fatigable,15,advanced_algorithms-item-15,advanced_algorithms,medium,5,0.309025,1.0,False,False,73.494,22.642,6.503,2,True,4,0,0,50.853,42.711,5,3,6.945,15,1102.417,1
sim-00004,fatigable,16,greedy_algorithms-item-16,greedy_algorithms,medium,6,0.276574,1.0,False,False,72.515,18.794,6.517,1,True,4,0,0,53.721,42.711,3,5,7.676,16,1160.237,1
sim-00004,fatigable,17,distributed_databases-item-17,distributed_databases,medium,7,0.247773,1.0,False,False,80.126,31.906,7.187,1,True,4,0,0,48.22,42.711,6,6,6.784,17,1362.15,1
sim-00004,fatigable,18,advanced_ds-item-18,advanced_ds,hard,8,0.222213,1.0,False,False,78.845,20.822,6.896,2,True,4,0,0,58.023,42.711,3,5,6.625,18,1419.214,1
sim-00004,fatigable,19,processes_threads-item-19,processes_threads,hard,9,0.199528,1.0,False,False,91.762,30.609,6.459,2,True,4,0,0,61.153,42.711,3,3,7.09,19,1743.48,1
sim-00004,fatigable,20,normalization-item-20,normalization,hard,10,0.179395,1.0,False,False,96.771,26.383,6.999,1,True,4,0,0,70.388,42.711,4,3,7.817,20,1935.42,1
sim-00004,fatigable,21,classes_and_objects-item-21,classes_and_objects,easy,1,0.161527,1.0,False,True,47.07,16.643,6.049,2,True,4,0,0,30.427,42.711,4,4,7.125,21,988.472,1
sim-00004,fatigable,22,application_protocols-item-22,application_protocols,easy,2,0.14567,1.0,True,False,49.093,11.865,6.423,1,True,4,0,0,37.228,42.711,7,3,7.129,22,1080.045,1
sim-00004,fatigable,23,arrays_and_lists-item-23,arrays_and_lists,easy,3,0.186541,1.0,True,False,58.509,20.661,6.796,1,True,4,0,0,37.848,42.711,5,4,7.993,23,1345.712,1
sim-00004,fatigable,24,complexity_analysis-item-24,complexity_analysis,medium,4,0.222813,1.0,False,False,58.731,17.28,6.855,1,True,4,0,0,41.452,42.711,4,5,7.614,24,1409.555,1
sim-00004,fatigable,25,design_patterns-item-25,design_patterns,medium,5,0.200061,1.0,False,False,71.385,22.942,6.1,1,True,4,0,0,48.443,42.711,5,5,6.939,25,1784.62,1
sim-00004,fatigable,26,sorting_searching-item-26,sorting_searching,medium,6,0.179868,1.0,False,True,71.691,25.064,5.9,1,True,4,0,0,46.627,42.711,5,2,6.984,26,1863.968,1
sim-00004,fatigable,27,application_protocols-item-27,application_protocols,medium,7,0.161947,1.0,False,True,82.038,22.423,6.481,1,True,4,0,0,59.615,42.711,5,4,7.782,27,2215.037,1
sim-00004,fatigable,28,processes_threads-item-28,processes_threads,hard,8,0.146042,1.0,True,False,86.009,33.434,7.02,1,True,4,0,0,52.574,42.711,4,3,7.133,28,2408.24,1
sim-00004,fatigable,29,routing-item-29,routing,hard,9,0.186871,1.0,False,False,90.568,22.808,6.666,1,True,4,0,0,67.76,42.711,6,4,7.292,29,2626.467,1
sim-00004,fatigable,30,indexing_optimization-item-30,indexing_optimization,hard,10,0.168162,1.0,False,False,91.569,23.294,6.19,2,True,4,0,0,68.274,42.711,4,4,7.741,30,2747.057,1
sim-00005,steady,1,normalization-item-1,normalization,easy,1,0.442218,0.0,False,False,13.793,3.537,0.138,1,False,1,206.802,12.455,10.257,33.983,3,2,0,1,13.793,0
sim-00005,steady,2,dynamic_programming-item-2,dynamic_programming,easy,2,0.42177,0.017618,True,False,25.205,8.309,1.885,1,False,1,918.434,44.396,16.896,33.983,2,1,0.829,2,50.411,1
sim-00005,steady,3,distributed_databases-item-3,distributed_databases,easy,3,0.483658,0.036838,True,False,29.69,8.547,1.16,1,False,2,739.895,78.286,21.142,33.983,0,0,1.101,3,89.069,0
sim-00005,steady,4,ip_addressing-item-4,ip_addressing,medium,4,0.541151,0.05766,False,False,34.827,10.412,1.58,1,False,2,674.614,68.775,24.415,33.983,3,0,0.722,4,139.309,0
sim-00005,steady,5,graphs-item-5,graphs,medium,5,0.513676,0.080083,False,False,40.727,12.257,0.832,1,False,2,979.186,11.99,28.47,33.983,3,0,1.118,5,203.634,1
sim-00005,steady,6,distributed_databases-item-6,distributed_databases,medium,6,0.488153,0.104108,False,False,49.543,14.963,1.003,1,False,2,1219.94,41.14,34.58,33.983,4,1,2.001,6,297.258,0
sim-00005,steady,7,stacks_and_queues-item-7,stacks_and_queues,medium,7,0.464442,0.129735,True,False,49.342,16.355,1.49,1,False,2,951.935,44.669,32.987,33.983,2,0,0.735,7,345.395,0
sim-00005,steady,8,network_security-item-8,network_security,hard,8,0.523299,0.156963,True,False,58.26,18.438,1.992,1,False,2,1247.042,15.672,39.822,33.983,2,2,2.157,8,466.082,1
sim-00005,steady,9,processes_threads-item-9,processes_threads,hard,9,0.577976,0.185793,False,False,61.635,20.268,2.536,1,False,1,806.158,26.932,41.367,33.983,2,0,2.261,9,554.716,1
sim-00005,steady,10,routing-item-10,routing,hard,10,0.547886,0.216225,True,False,68.299,22.689,2.432,1,False,2,1498.026,20.388,45.61,33.983,3,2,2.476,10,682.993,1
sim-00005,steady,11,sorting_searching-item-11,sorting_searching,easy,1,0.600817,0.248258,False,False,19.36,5.524,1.728,1,False,2,208.103,28.466,13.836,33.983,1,3,2.357,11,212.959,1
sim-00005,steady,12,advanced_ds-item-12,advanced_ds,easy,2,0.569104,0.265877,False,False,34.671,8.63,2.612,1,False,2,501.224,30.179,26.041,33.983,1,2,2.723,12,416.053,1
sim-00005,steady,13,scheduling-item-13,scheduling,easy,3,0.539644,0.285097,True,False,33.022,10.472,2.879,1,False,2,391.904,54.425,22.55,33.983,1,2,1.722,13,429.284,1
sim-00005,steady,14,application_protocols-item-14,application_protocols,medium,4,0.59316,0.305918,False,False,37.096,10.626,3.107,1,False,3,665.26,29.129,26.47,33.983,2,5,3.445,14,519.341,1
sim-00005,steady,15,hash_tables-item-15,hash_tables,medium,5,0.561991,0.328342,False,False,49.019,18.345,2.596,1,False,2,717.106,18.015,30.673,33.983,2,0,2.702,15,735.284,1
sim-00005,steady,16,transport_protocols-item-16,transport_protocols,medium,6,0.533036,0.352367,False,False,64.956,16.412,2.404,1,False,2,649.557,29.752,48.545,33.983,4,1,2.422,16,1039.303,1
sim-00005,steady,17,indexing_optimization-item-17,indexing_optimization,medium,7,0.506138,0.377993,False,False,56.636,16.581,2.202,1,False,2,868.547,11.752,40.055,33.983,4,2,3.098,17,962.809,1
sim-00005,steady,18,advanced_algorithms-item-18,advanced_algorithms,hard,8,0.48115,0.405222,False,False,60.299,22.127,3.029,2,False,3,944.213,29.2,38.171,33.983,5,2,2.34,18,1085.375,1
sim-00005,steady,19,transport_protocols-item-19,transport_protocols,hard,9,0.457937,0.434052,False,False,76.821,23.58,3.571,1,False,3,683.371,28.751,53.241,33.983,3,1,2.311,19,1459.602,1
sim-00005,steady,20,classes_and_objects-item-20,classes_and_objects,hard,10,0.436372,0.464483,False,False,74.891,28.598,3.961,1,False,2,1032.375,38.451,46.293,33.983,2,0,3.286,20,1497.822,1
